,Class1.1,Class1.2,Class1.3
346980.0,0.2526390674242424,0.7384097799242425,0.008951148106060607
898545.0,0.5661092975271345,0.3952953736713665,0.038595336693756296
394852.0,0.15510810000000003,0.83239345,0.0124983
294781.0,0.24951890000000004,0.7336978000000001,0.0167833
245567.0,0.6047665258064516,0.36507019032258065,0.03016332741935484
187361.0,0.5413726128257125,0.430849304170496,0.027778077042801837
309218.0,0.26375195,0.717071,0.0191769
727399.0,0.1526382,0.8413945500000001,0.0059673
765343.0,0.6003633959374552,0.3580592442938206,0.04157734457312501
549354.0,0.4035585861111112,0.5769471472222223,0.019494277777777774
304655.0,0.4754589133064517,0.48875925698924727,0.03578180241935484
794508.0,0.5809488546335257,0.37093500390205164,0.04811619591141508
662613.0,0.2812922107142857,0.7046029620129871,0.014104827272727272
168910.0,0.45373469300505054,0.5166217786363636,0.02964361066919192
995702.0,0.33408917678571426,0.644570357142857,0.02134045892857143
725597.0,0.5315917712435567,0.4314076750837629,0.037000546359536084
290035.0,0.6000704872182011,0.3577873647655173,0.042142038979436934
799319.0,0.37032875,0.6082724,0.021398850000000004
410778.0,0.19452575,0.7907033499999999,0.01477095
349216.0,0.3432493125,0.6428118916666666,0.013938847916666667
372821.0,0.5769716845533033,0.3878462120307808,0.03518205071321322
343929.0,0.19561075,0.7965996499999999,0.00778965
353714.0,0.31791339,0.66230371,0.01978297
968771.0,0.38783080000000003,0.5850035,0.027165649999999996
394130.0,0.32607805,0.6617636750000001,0.012158350000000002
690361.0,0.290281,0.7050162499999999,0.00470265
369684.0,0.25976488125,0.7197641499999999,0.02047093125
809251.0,0.5839686828860775,0.3904640262897364,0.0255672849630376
253822.0,0.25463195,0.7156952000000001,0.029673099999999997
308481.0,0.5128883914373219,0.4654444083886375,0.02166726138210156
294758.0,0.4018378153273809,0.5781018779722744,0.02006031040100251
530270.0,0.4012288999999999,0.5770528,0.02171845
712380.0,0.45602164722222227,0.5160334465277778,0.027944911805555556
516405.0,0.3447203639426177,0.6307543501128305,0.02452534060283688
269529.0,0.44240182499999997,0.51776135,0.0398368
890608.0,0.4326821683624802,0.5404662757551669,0.026851460373608905
869822.0,0.40141550000000004,0.58621245,0.012371900000000002
700396.0,0.3820388,0.5939584,0.024002649999999997
998221.0,0.23475878999999997,0.75597636,0.009264699999999999
534249.0,0.5213671713537706,0.44555959889716823,0.033073140446938994
757514.0,0.22046234999999997,0.76599415,0.0135434
764829.0,0.3663119,0.609937,0.023751
647874.0,0.38077947863636363,0.5984442243939394,0.020776214393939393
515418.0,0.19239683854166664,0.7967335031249999,0.010869616666666668
151263.0,0.4078043662561576,0.5391412103448276,0.0530544236453202
312260.0,0.3357574125,0.6566275625,0.0076150125
440500.0,0.41124538393939386,0.5703655815151516,0.018389083636363636
708703.0,0.4563649859173127,0.5131616952694722,0.03047355869232189
808688.0,0.43330094388888885,0.5445769522222221,0.022122072142857142
355155.0,0.7172200333333333,0.26627602499999997,0.01650385
102474.0,0.20861406666666665,0.7777117333333333,0.013674249999999999
812462.0,0.3585956,0.6350203,0.0063840500000000005
775335.0,0.5819012490350878,0.376048613377193,0.042050062324561405
743506.0,0.3646580973333334,0.619818449,0.015523501333333333
410837.0,0.31299995,0.6700073,0.016992649999999998
394621.0,0.20990764999999997,0.77444045,0.0156518
846267.0,0.41984370000000004,0.543634275,0.036522075
885014.0,0.336243222985348,0.6388270953296703,0.02492967399267399
673378.0,0.5893524714471334,0.3814523482913406,0.029195162547843302
597993.0,0.4753944499999999,0.5041397,0.0204658
214076.0,0.43567782250000003,0.5510373449999999,0.013284892500000001
543565.0,0.26430745,0.71747935,0.0182132
763316.0,0.2806530375,0.69887149375,0.020475415625
139712.0,0.31661405772357726,0.6600016495934959,0.023384395121951222
547958.0,0.4698903087147606,0.5043926240233987,0.025717166625289646
427756.0,0.37874375000000005,0.6048007833333333,0.016455666666666667
186081.0,0.303182925,0.686343726923077,0.010473257692307692
172480.0,0.5667552507783882,0.4079875865567765,0.02525721787545787
285717.0,0.4189396451149426,0.5556112011494252,0.025449245114942527
659125.0,0.5112758328408672,0.4525807172885109,0.03614329503536288
439298.0,0.20569344509803922,0.7790493768627451,0.015257219705882352
729876.0,0.1914112,0.8045291499999999,0.0040598000000000006
383902.0,0.30014395,0.68903485,0.0108212
951919.0,0.35378651285714285,0.6270905271428571,0.019123011071428574
483733.0,0.39628735200728843,0.5869970044172211,0.016715522601933243
146929.0,0.2687186,0.713551,0.01773045
873866.0,0.5679424889009067,0.3544168415404671,0.07764066653955326
693830.0,0.4420646884920635,0.5405026710317461,0.01743263492063492
891779.0,0.6000299552087578,0.32841759545197713,0.07155238952436425
527770.0,0.3844409384781276,0.5957317131959321,0.019827292007284794
521206.0,0.36694872818181823,0.61543397,0.01761732181818182
178422.0,0.39290248749999995,0.5909562875000001,0.016141074999999998
366712.0,0.20851059999999996,0.77963545,0.01185385
634139.0,0.6226867778812741,0.346215159002574,0.031098023137065646
820437.0,0.5992076282900382,0.36719280089899364,0.03359968076011546
184318.0,0.517020608368421,0.45523558934412955,0.027743848639676116
732763.0,0.47018377777777787,0.49977679999999997,0.030039383333333336
283016.0,0.18502605,0.8103966,0.0045774
863615.0,0.6654723585807829,0.3001073086919989,0.03442023799335888
215499.0,0.34591054621212114,0.6442099325757576,0.00987977121212121
762782.0,0.23355320000000002,0.7556236000000001,0.010823099999999999
575823.0,0.5961481471686364,0.3760423602632303,0.027809505130617196
437016.0,0.404723786257932,0.5725495486883835,0.02272656384332781
528878.0,0.3277851,0.65625895,0.01595595
132267.0,0.47787380000000007,0.5035657,0.0185606
523238.0,0.35050580000000003,0.6292936571428572,0.02020032857142857
385196.0,0.33819505,0.6373808999999999,0.02442415
490693.0,0.3188605,0.6692227500000001,0.0119167
182558.0,0.677478854047619,0.28958966202380954,0.03293151857142858
186530.0,0.5666488201923078,0.3900008913461538,0.04335030288461538
660067.0,0.33130495,0.6463878999999999,0.0223072
944698.0,0.22082715,0.7598202500000001,0.01935255
512265.0,0.32316478000000004,0.6681295199999999,0.008705651666666668
292188.0,0.6132799600000001,0.35853972999999995,0.028180287777777778
315697.0,0.3574097095760234,0.6110263916374269,0.031563892580409356
261042.0,0.43166903928571426,0.5524060464285714,0.015925014285714287
590947.0,0.2635065,0.7295888500000001,0.00690465
661612.0,0.37320270000000005,0.6025777214285715,0.02421962857142857
570048.0,0.4054818750000001,0.5561388546195651,0.038379524184782604
390280.0,0.2997017911764706,0.6850094088235295,0.01528874705882353
699912.0,0.3337970490384615,0.6539482701923077,0.012254625
140239.0,0.5545867008727899,0.4163312980486702,0.02908187963153671
606117.0,0.2614548277777778,0.7289594222222222,0.009585705555555556
459606.0,0.35542415,0.6364019000000001,0.008173900000000001
160588.0,0.38384293750000004,0.5870242125,0.0291327
846308.0,0.264728,0.6737228,0.06154944999999999
541917.0,0.31086504384469704,0.6684147357007577,0.020720310606060603
126202.0,0.28534466666666664,0.6900634833333333,0.024591799999999997
137493.0,0.29524025,0.687118,0.01764155
886638.0,0.41484317455525604,0.5688837611680144,0.016272983782569632
701870.0,0.43482818125,0.543334285,0.021837585
428829.0,0.46685044374999995,0.5160557614583332,0.01709384270833333
928481.0,0.21372850757575756,0.7666885424242424,0.019582853030303028
929654.0,0.35237903844155843,0.6325084679220778,0.015112486363636365
811593.0,0.7031988518916026,0.2638922999892749,0.03290883249974197
318482.0,0.4112319054466501,0.5530013845905708,0.03576666218775848
587884.0,0.25293554117647055,0.7341796882352941,0.012884867647058823
876486.0,0.6453988089753695,0.32632181660098525,0.028279321128078815
739269.0,0.49985030070466296,0.478190313457974,0.02195946474528674
810642.0,0.18082705000000002,0.81229375,0.006879349999999999
276641.0,0.2918921,0.6881170000000001,0.019990799999999996
467348.0,0.39131235,0.5924385000000001,0.0162492
115402.0,0.19390985,0.7994491499999999,0.00664115
211249.0,0.42224610474137936,0.5477073257389163,0.030046569088669955
383726.0,0.6347415,0.32541849999999994,0.03983995
555055.0,0.39701396066433564,0.5867009387237763,0.01628516931818182
661419.0,0.6999506033333335,0.24804367777777778,0.052005713333333335
901802.0,0.4177697499999999,0.5625251,0.019705350000000003
303909.0,0.6414876585102733,0.32060420200175715,0.03790816637576041
319516.0,0.3594867939393939,0.6182253954545455,0.022287960606060607
571428.0,0.10152665833333334,0.8905425916666667,0.00793095
520438.0,0.38959550083333333,0.58310219,0.0273024125
844551.0,0.259085575,0.7303766749999999,0.010537649999999999
127163.0,0.47053094727419725,0.5028264044236544,0.026642680850080848
729751.0,0.31362590625000003,0.672016725,0.014357359374999998
623858.0,0.3136457,0.6726759999999999,0.01367835
257376.0,0.48189548369776397,0.49886610797910025,0.019238454210886626
135980.0,0.4728965947097552,0.5047950035870686,0.022308372188186813
126547.0,0.28778998177339904,0.6982348362068965,0.013975194458128077
406872.0,0.4201397945783133,0.5613339469879518,0.018526312048192772
986696.0,0.36156309103400286,0.5863526838753479,0.05208416929474159
897655.0,0.5120513975490196,0.4642538884803922,0.023694687990196077
870747.0,0.5285050055043523,0.4371539840873016,0.03434101394137225
466316.0,0.49047197688034705,0.4840402125517914,0.025487868821881986
619429.0,0.32100547285714287,0.65890579,0.020088710714285717
503720.0,0.424714,0.557809,0.017477
352138.0,0.5832271127887554,0.39558478147793164,0.021188158425954652
442296.0,0.15791070000000001,0.8367558,0.005333600000000001
986089.0,0.36221674285714284,0.6091582214285713,0.02862513571428572
226428.0,0.3383358305068836,0.6285720579161452,0.033092036326658324
165416.0,0.42037204999999994,0.5653097500000002,0.01431795
962682.0,0.4216372058585859,0.5326287391414141,0.0457340554040404
408469.0,0.43373890039058793,0.526020892075618,0.040240180545873486
389279.0,0.6190789002776054,0.3371558318989982,0.04376526221477693
873647.0,0.29047787375,0.6887477774999999,0.02077429625
570978.0,0.41992565,0.5636591,0.0164151
495595.0,0.4945132141183269,0.4600387045659479,0.045447981458713
743497.0,0.514514455973085,0.4514877449275362,0.03399768371635611
708240.0,0.32643845476190475,0.6561115119047619,0.01745014047619048
362585.0,0.410202832712766,0.5707460738475176,0.019051063164893616
658983.0,0.30633115,0.676303,0.01736585
697782.0,0.5505916847014538,0.41004617180127373,0.03936218481396549
227300.0,0.5113633880052829,0.4628001357228877,0.02583647352805369
485804.0,0.32759555,0.6630504,0.009354183333333332
324765.0,0.40043101666666664,0.5781889,0.021379941666666662
643757.0,0.19578655588235291,0.7776770794117647,0.02653631764705882
876668.0,0.31586479166666664,0.655456,0.02867919166666667
927795.0,0.564233691631621,0.40816665032302063,0.0275996715488298
460779.0,0.4538074334968603,0.5154295230180533,0.030763044525117737
415510.0,0.22140970294117643,0.7681013441176472,0.010488938235294117
437237.0,0.6668209999999999,0.2962711,0.03690785
146179.0,0.40517232884615384,0.5575063057692308,0.037321375000000004
536555.0,0.36709804999999995,0.62203925,0.010862699999999998
935511.0,0.5196327942105139,0.4470545768334041,0.03331263651967192
715575.0,0.48489185,0.48946334999999996,0.025644800000000002
568084.0,0.2758887583333333,0.7105992750000001,0.013511900000000002
482291.0,0.34091366866666667,0.6359132140000001,0.023173316
124214.0,0.1747229,0.8063679499999999,0.0189091
522875.0,0.48732114651162795,0.47978927674418603,0.03288962790697675
838627.0,0.6496953333333334,0.31582440833333336,0.03448018055555556
983772.0,0.33307716436781615,0.6484338678160919,0.0184889683908046
646594.0,0.649291156368129,0.31768029999975655,0.03302856986221335
471342.0,0.24814993333333332,0.7375273333333333,0.014322649999999998
609021.0,0.27652252999999993,0.6944506800000001,0.029026740000000002
146074.0,0.5508455916977437,0.41622568715393093,0.032928724646308284
284931.0,0.41895935238095233,0.5571805523809524,0.023860142857142858
365977.0,0.3396838000000001,0.647752,0.0125643
683843.0,0.5312293685994225,0.4284917215893465,0.040278895597897595
445218.0,0.4710517578592168,0.5000427729392397,0.0289054710385656
701076.0,0.47053960166666664,0.4950541433333333,0.034406346666666664
543075.0,0.3153436,0.6576678499999999,0.02698855
983012.0,0.42183202363281874,0.552137481947488,0.026030524793754634
580171.0,0.4515801421031746,0.5199580893650794,0.02846177984126984
205015.0,0.4751760343606553,0.5026414404498674,0.022182575611513704
878038.0,0.5190193645454546,0.45279417545454537,0.02818650818181818
181735.0,0.463437720673957,0.514205631766856,0.02235662025527481
615622.0,0.33819022857142855,0.6446829842261905,0.017126816369047622
679350.0,0.38506670073529414,0.5998772794117647,0.015055872794117648
750359.0,0.5770154714285713,0.3926510554430535,0.03033354951521846
395456.0,0.5693759962800762,0.3833618521852445,0.047262046331086494
263204.0,0.42462494210526314,0.541106552631579,0.03426860263157895
757389.0,0.472185976273372,0.51206833356974,0.015745696056307757
375734.0,0.370878755,0.5979645733333334,0.03115667020833333
839343.0,0.20768274999999997,0.7765737,0.015743600000000003
884441.0,0.38562434999999995,0.59512785,0.019247999999999998
828050.0,0.6871262,0.2738353,0.03903845000000001
559393.0,0.42639691814393943,0.5438477682575759,0.02975534109848485
846017.0,0.159604480625,0.827837779375,0.012557646250000002
225526.0,0.4840593160714285,0.4877883139880952,0.028152149404761906
130520.0,0.25443317500000007,0.7169974750000001,0.02856935
245070.0,0.20057819999999998,0.777821,0.0216007
610022.0,0.5495042035714286,0.4183968892857142,0.03209905714285714
866475.0,0.5476302827922078,0.4242591103896104,0.0281105262987013
480196.0,0.3298575,0.6495084,0.02063415
682135.0,0.33256100555555557,0.6586523055555555,0.008786583333333334
188923.0,0.31773650000000003,0.6413419499999999,0.040921700000000005
914397.0,0.22864844522058822,0.7546887908088236,0.01666281801470588
779221.0,0.48852549000000006,0.49220826105263155,0.01926625421052632
262140.0,0.5766388348554353,0.39671731720192416,0.026643851387563127
705031.0,0.42018995,0.5581902,0.02161975
459611.0,0.21630224999999997,0.7620156499999999,0.0216821
592698.0,0.41804144062500004,0.5672371249999999,0.014721387499999999
267006.0,0.2283061,0.7534752499999999,0.018218699999999997
890577.0,0.3326947333333334,0.6517410166666666,0.015564266666666668
884653.0,0.3370567,0.6474178,0.015525649999999998
938650.0,0.3677982790028162,0.6143480162141577,0.01785368849078341
231792.0,0.5478602596153846,0.4265515173076923,0.025588273076923074
928238.0,0.36284887499999996,0.6184255249999999,0.018725620000000005
633674.0,0.4606800000000001,0.5163921,0.022927999999999997
510507.0,0.3326238055555556,0.6516646462962963,0.0157115
640400.0,0.22241649999999996,0.7595076000000001,0.01807595
567994.0,0.502521730546893,0.45986524734060985,0.037613060209889373
480030.0,0.2919950115384615,0.6849060884615386,0.023098992307692308
412435.0,0.3845151874418605,0.5858163310465117,0.02966847453488372
677950.0,0.6715696882352941,0.29734444117647063,0.031085976470588233
986110.0,0.33499616944444444,0.6411065638888889,0.023897355555555555
210967.0,0.6182927383022807,0.35504896066211633,0.026658378750588012
787978.0,0.5040391358695653,0.47713804456521736,0.018822719565217392
617209.0,0.49046549195054945,0.48522815014652015,0.024306275082417582
477812.0,0.6514409767219718,0.3134213813788014,0.03513766985651735
223954.0,0.45354590000000006,0.5233664749999999,0.023087725000000003
817720.0,0.35708720000000005,0.6123844500000001,0.0305284
392153.0,0.27733295,0.7005295166666667,0.022137433333333335
407749.0,0.3302265999999999,0.65187805,0.017895349999999997
321916.0,0.6056763836170942,0.3623886104598532,0.03193501109946617
999936.0,0.44346521875,0.5311932211805556,0.025341463888888888
132829.0,0.4491031820128951,0.5284920875303177,0.02240474771283046
948388.0,0.43219391875,0.54170545,0.026100581249999998
479861.0,0.21711660000000005,0.77735435,0.00552905
675871.0,0.6380113915873016,0.336734443015873,0.025254058571428574
445594.0,0.5184131138543346,0.4551988248466534,0.026388072125002732
408214.0,0.6491846348407482,0.3109434526753021,0.03987197302044802
907236.0,0.39421120833333334,0.5906511791666668,0.015137495833333334
968845.0,0.39393359333333333,0.5899867033333333,0.01607964666666667
781694.0,0.5208792872585083,0.4436348709335844,0.03548585710005005
530589.0,0.587552962950938,0.3475333745839346,0.06491354096440596
285682.0,0.30997519999999995,0.6777628499999999,0.0122619
116751.0,0.5991574934285714,0.36813263314285716,0.03270984071428571
941134.0,0.36109315,0.6185979500000001,0.0203089
309440.0,0.4353997318181818,0.5326466842207792,0.03195364293650794
108779.0,0.5872812618253969,0.3931318465079364,0.019586940476190477
159552.0,0.5493804082272727,0.4303998619659091,0.02021963034090909
139594.0,0.5565546125,0.39140644333333335,0.052038996666666656
490176.0,0.615131666555919,0.35132118143172,0.03354718609633194
985127.0,0.6748524170462794,0.2861523194404114,0.0389953407138536
239010.0,0.5369641904166667,0.43665875410714283,0.02637699761904762
695825.0,0.3171471,0.6532163,0.0296367
884182.0,0.6256024050751667,0.3306590653305598,0.04373856219508278
136991.0,0.21123680625,0.7761632125,0.012599987500000001
691531.0,0.44455246952380956,0.5333489547619048,0.022098685238095238
588434.0,0.6025953736111112,0.36777670972222226,0.02962799166666667
531431.0,0.21823225000000002,0.7743130500000001,0.00745465
422113.0,0.7148493466666667,0.25388453666666666,0.03126601666666667
646071.0,0.5445361313970934,0.42357824771263247,0.03188560241759959
403696.0,0.5257536451686032,0.43984789672362723,0.03439849435748463
891474.0,0.21859399000000002,0.7750773157142856,0.006328661428571429
310502.0,0.37897520000000007,0.597887825,0.023136858333333333
789955.0,0.4996242567957195,0.47320867806432343,0.02716704820847493
946744.0,0.23992829999999996,0.7454460500000001,0.014625649999999999
793118.0,0.247651975,0.7341486454545454,0.01819928409090909
920305.0,0.5658127201463415,0.3955700502828063,0.038617283223242274
465340.0,0.31137645,0.6591024,0.029520949999999997
744768.0,0.4533336499999999,0.48623925,0.060427150000000006
564697.0,0.4783125549999999,0.48560806928571426,0.036079340714285715
719643.0,0.3526260364583333,0.6311129687499999,0.016260961458333334
303598.0,0.25716265000000005,0.7297705999999999,0.013066650000000003
962921.0,0.5711118390431555,0.41192279785275837,0.01696540250041231
701954.0,0.25775892499999997,0.724424525,0.017816624999999996
586290.0,0.5237873398306271,0.44386684996819403,0.032345792623258054
714421.0,0.4294731805227273,0.5446077788068181,0.025919087761363636
437803.0,0.5217558999999999,0.4513761944444445,0.026868000000000003
835859.0,0.20600748000000002,0.7833261799999999,0.010666319999999998
655617.0,0.6599651367816792,0.31208623619832154,0.02794867353384011
745926.0,0.3789933307692308,0.5962045423076924,0.02480207692307692
966481.0,0.4979921193331833,0.4752003609735974,0.026807573627362736
577147.0,0.29825105,0.6854441,0.0163049
578144.0,0.2983371242574257,0.6881487193069307,0.013514155445544556
272500.0,0.5247236495068299,0.44274267495567193,0.03253360957287737
594580.0,0.5054230455924249,0.4563133864250154,0.038263627521257344
715065.0,0.342303,0.6441488,0.01354815
987179.0,0.2557427625,0.7326776625,0.011579625
436769.0,0.36477950750000004,0.6085916716666666,0.02662889666666667
425431.0,0.19252565000000002,0.7880329500000001,0.01944145
913540.0,0.38684845,0.6026491,0.010502349999999999
909281.0,0.3351672791666666,0.6468932833333333,0.017939537499999998
464714.0,0.41864843709007743,0.5476642130170459,0.03368740544843225
162926.0,0.49503523495238094,0.47325475442857134,0.031709943380952385
917952.0,0.34086105,0.6303468,0.028792049999999996
579889.0,0.5265574585903353,0.44270869661852574,0.030733794826729888
152567.0,0.4747994826890756,0.4954485128781513,0.02975199790616247
344781.0,0.4725294205950137,0.49041487583630144,0.037055700645994824
636837.0,0.5955712666666667,0.38561120833333334,0.018817524999999998
101848.0,0.20191951376811595,0.7923419050724638,0.005738676086956522
889225.0,0.6364380402342927,0.33341043335037146,0.030151459339534337
663362.0,0.37309040000000004,0.6127516,0.014157899999999998
391078.0,0.4572204690470443,0.5026941771272334,0.04008536787650666
200057.0,0.4153904,0.5452984000000001,0.03931105
977234.0,0.6394265623809524,0.3228658106349206,0.037707524126984124
189982.0,0.39349193571428576,0.589995042857143,0.016512896428571427
575897.0,0.4494388313970588,0.5283999291176471,0.02216125705882353
842029.0,0.20256590000000002,0.7878796250000001,0.009554374999999999
839645.0,0.4637327972634181,0.5118930771948949,0.024374163526825927
465121.0,0.6236792621669396,0.351925651532669,0.024395011711939214
231771.0,0.6608970098746082,0.30964788364681295,0.029455188296760713
822238.0,0.3443615,0.64113325,0.014505249999999997
639001.0,0.529654982310606,0.43910676208333327,0.03123829166666666
678882.0,0.308113175,0.67739105,0.014495875000000002
703702.0,0.4309708787184376,0.5449636954593957,0.02406542519471373
307365.0,0.27966035,0.7037665,0.016573099999999997
534814.0,0.4648983922561577,0.5070677883448276,0.0280339926453202
101374.0,0.246025525,0.7448909625,0.0090835125
761278.0,0.5424861166666666,0.4272788416666667,0.030234991666666666
743286.0,0.29886631782608697,0.6857280960869565,0.015405535217391303
457334.0,0.5569812465811965,0.41893962483974356,0.024078909732905985
725102.0,0.41804050000000004,0.5545836,0.0273758
954577.0,0.48852919962988406,0.4860728470085469,0.025397903037240536
303857.0,0.284331375,0.6726525625,0.043016018749999996
625235.0,0.23917783125,0.7531045625,0.007717584375
738534.0,0.48759842832142863,0.4829834181071428,0.029418154571428573
883301.0,0.42383230000000005,0.52671975,0.04944795
345473.0,0.280841385,0.70670936,0.012449355
465581.0,0.49415690110294114,0.47265794029820263,0.033185162418300655
457634.0,0.50706615,0.47513419999999995,0.01779955
739501.0,0.3329436675438596,0.6435378867543861,0.023518565263157896
726730.0,0.3387821791025641,0.6386136101282052,0.022604117564102563
540170.0,0.2170043,0.7658768,0.01711905
840443.0,0.48021145,0.49066905,0.029119550000000004
483293.0,0.2788301,0.7027705,0.01839945
349198.0,0.21572255000000004,0.7590536999999999,0.025223600000000002
107966.0,0.4916573096914405,0.4798250271979249,0.028517677889609083
499301.0,0.40403985000000003,0.5822181,0.013742100000000002
666743.0,0.6466853443318149,0.3043064803913267,0.04900808435652494
347226.0,0.331548925,0.6240823750000001,0.044368596875000006
399489.0,0.32106855,0.6690848,0.009846700000000002
148744.0,0.5251144266000337,0.4376447792089656,0.037240761769435395
310333.0,0.657817372697479,0.31242129707563027,0.029761436273109242
